test_auc,test_pr,val_auc,n_train,n_test,split,seed,secs
0.8078149920255184,0.917312653498516,0.8530441658194963,1427,307,random,0,13.3
0.8362337662337662,0.9283940792115931,0.7492304906753577,1427,265,scaffold,0,13.3
0.779428341384863,0.8796711154044949,0.8930595720069404,1459,249,cluster,0,13.4
